λ,ν,b,rf,tree
0.4102504901189836,0.3932032864454481,0.4019691649921165,0,"(osa:0.0027772111,((((mac:0.0956304497,((Aoff:0.1359900639,peq:0.1792094818):0.0623640032,(zom:0.1300335189,spo:0.1394707169):0.1417644059):0.0847117703):0.4668356672,((((Sacc:0.0249939063,sbi:0.0180792481):0.0183447201,Zmay:0.0290654147):0.0542335224,(sit:0.0298611470,Ecru:0.0435726864):0.0272110874):0.1266160669,oth:0.0164849477):0.0867702923):0.3361521141,lpe:0.0000019426):0.0832034572,Opun:0.0144127611):0.0215322110,ogl:0.0036677548);"
0.6325200398396142,0.4808392058761259,0.3474437709379793,0,"(osa:0.0022445922,((((mac:0.0988563130,((Aoff:0.1732578243,peq:0.1654920481):0.0728400342,(zom:0.1860092791,spo:0.1109164583):0.1250959761):0.0638450932):0.4911417761,((((Sacc:0.0297214728,sbi:0.0344234095):0.0132348504,Zmay:0.0357054210):0.0700347873,(sit:0.0573672717,Ecru:0.0580338346):0.0330420559):0.1265046435,oth:0.0638574016):0.1212510343):0.1762385843,lpe:0.0202520655):0.0968844290,Opun:0.0075707939):0.0236151084,ogl:0.0000010000);"
0.2315960994869496,0.22897347835605922,0.2744815867757189,2,"(osa:0.0037515245,((((mac:0.2567031289,(Aoff:0.2387378500,(peq:0.2222885269,(zom:0.1865161687,spo:0.1999745447):0.1996059324):0.0454904654):0.0595940978):0.4224681532,((((Sacc:0.0184031176,sbi:0.0209006521):0.0042363595,Zmay:0.0100764025):0.0377996223,(sit:0.0405383751,Ecru:0.0283377103):0.0377706896):0.0795056580,oth:0.0192232889):0.1082508379):0.1455060790,lpe:0.0052871474):0.0661016333,Opun:0.0076690121):0.0210624306,ogl:0.0036782358);"
0.5848485384340268,0.4424048833614765,0.3612909616562294,4,"(osa:0.0022489715,(((((mac:0.0476936096,(Aoff:0.1569607281,(peq:0.1534365269,(zom:0.1345775943,spo:0.1467438750):0.0844853552):0.0539023287):0.1442393503):0.6413926805,oth:0.0000020476):0.0430492832,(((Sacc:0.0243966571,sbi:0.0307922481):0.0137008928,Zmay:0.0326898170):0.0592543333,(sit:0.0717211799,Ecru:0.0429828819):0.0274900869):0.1126768392):0.3388695081,lpe:0.0346528645):0.0902700540,Opun:0.0057524389):0.0212049993,ogl:0.0023197492);"
0.27332704552494314,0.5628273231124107,0.4864047464854004,2,"(osa:0.0029932207,((((mac:0.1072327470,((Aoff:0.1019144183,(zom:0.1240999517,spo:0.1386882730):0.1108607465):0.0438450545,peq:0.1204647108):0.0911617995):0.3378687273,((((Sacc:0.0130088419,sbi:0.0068054466):0.0048526095,Zmay:0.0190843447):0.0530898413,(sit:0.0307693549,Ecru:0.0526961429):0.0277486674):0.0793779327,oth:0.0296312665):0.0955582287):0.1769490853,lpe:0.0214624836):0.0549593384,Opun:0.0198877610):0.0141522319,ogl:0.0014546855);"
0.2706994285411829,0.37086831561804035,0.178358749302995,0,"(osa:0.0000009990,((((mac:0.1180363942,((Aoff:0.1206172300,peq:0.1208928751):0.0577664325,(zom:0.1578807776,spo:0.1162985581):0.1040167588):0.0292971779):0.3813974763,((((Sacc:0.0222720883,sbi:0.0192746431):0.0053121317,Zmay:0.0377776417):0.0409601627,(sit:0.0336795586,Ecru:0.0329762270):0.0186994805):0.0949065207,oth:0.0434396441):0.0378209882):0.1644981972,lpe:0.0134974825):0.0557652993,Opun:0.0087492609):0.0112630123,ogl:0.0048615026);"
0.27824668211263903,0.14537255467937807,0.35527856759463355,0,"(osa:0.0064637426,((((mac:0.1527491020,((Aoff:0.0904087912,peq:0.1595764704):0.0535885672,(zom:0.1305071214,spo:0.1622386243):0.1522339852):0.0424526707):0.2411825157,((((Sacc:0.0167691185,sbi:0.0191007724):0.0149322741,Zmay:0.0076927841):0.0826803857,(sit:0.0243759124,Ecru:0.0337692426):0.0098527920):0.0952855702,oth:0.0195392656):0.1034449980):0.1471061614,lpe:0.0261497063):0.0482450604,Opun:0.0053242505):0.0128255621,ogl:0.0000009937);"
0.5982546512610217,0.12121850876167295,0.7883718257862506,2,"(osa:0.0026537222,((((mac:0.1671314482,((Aoff:0.1399285144,(zom:0.1096667743,spo:0.1518730449):0.1667096735):0.0585360838,peq:0.1519733009):0.0800160001):0.4236692003,((((Sacc:0.0311703213,sbi:0.0125189680):0.0125696910,Zmay:0.0243606432):0.0460613450,(sit:0.0548775425,Ecru:0.0434710793):0.0305977279):0.1081642456,oth:0.0346810730):0.0589851012):0.2219945699,lpe:0.0142053620):0.0928473936,Opun:0.0168248275):0.0287678515,ogl:0.0014206298);"
0.1857537536542065,0.4136367531768894,0.7725457955271019,2,"(osa:0.0019018139,(((((mac:0.1336877277,(zom:0.1077620536,spo:0.1282727992):0.0883234730):0.0352717544,(Aoff:0.1077779017,peq:0.1463505460):0.0378046876):0.2572939202,((((Sacc:0.0133608452,sbi:0.0113149026):0.0117116802,Zmay:0.0271554395):0.0239503450,(sit:0.0105760865,Ecru:0.0228400421):0.0043504418):0.0304236719,oth:0.0559137277):0.0397657078):0.0357677852,lpe:0.0186173099):0.0324888901,Opun:0.0097703278):0.0076564292,ogl:0.0000009987);"
0.15958417880110615,0.1634840789907499,0.64386964077205,2,"(osa:0.0021269349,(((((mac:0.4032272227,(zom:0.4019402323,spo:0.6036026382):0.9209974283):0.1676453927,(Aoff:0.6431910946,peq:0.3564979786):0.3496508904):0.6487806822,((((Sacc:0.0124159562,sbi:0.0110885841):0.0059901580,Zmay:0.0182963870):0.0099926733,(sit:0.0292675041,Ecru:0.0187896708):0.0390637743):0.2134593947,oth:0.0092771567):0.1211328253):0.2450790283,lpe:0.0006803866):0.0491641091,Opun:0.0000022772):0.0043504395,ogl:0.0000021374);"
0.4716812807561752,0.7136235865328546,0.14767676902359755,2,"(osa:0.0023082492,(((((mac:0.1404198863,((Aoff:0.1698630852,peq:0.1069001880):0.0484730196,(zom:0.0826222683,spo:0.1520746629):0.1201188884):0.0141027128):0.4471721955,oth:0.0000022485):0.0680194977,(((Sacc:0.0282927376,sbi:0.0202256204):0.0102487426,Zmay:0.0217416004):0.0640405677,(sit:0.0430888731,Ecru:0.0610284011):0.0234409962):0.0876354219):0.3558714369,lpe:0.0161485048):0.0962720836,Opun:0.0103130967):0.0358307761,ogl:0.0020985697);"
0.7647229271089785,0.23793696849047385,0.18693286529077363,0,"(osa:0.0022134675,((((mac:0.0722375273,((Aoff:0.1077674178,peq:0.1472855022):0.0597354886,(zom:0.1263646910,spo:0.1196592635):0.0964839380):0.0743860469):0.3942830021,((((Sacc:0.0367783826,sbi:0.0359946402):0.0169000131,Zmay:0.0405308012):0.0752054759,(sit:0.0443480711,Ecru:0.0594147543):0.0379411639):0.2007003480,oth:0.0000017806):0.1306571905):0.3583112649,lpe:0.0000016878):0.1274122051,Opun:0.0240551803):0.0336416923,ogl:0.0056700512);"
0.4271664156015844,0.3003961542236556,0.35077810360959644,0,"(osa:0.0027323138,((((mac:0.1364456511,((Aoff:0.1338633860,peq:0.1571965569):0.0811091729,(zom:0.1387479280,spo:0.1236141594):0.0963364370):0.0297747028):0.3462350000,((((Sacc:0.0229566919,sbi:0.0220742145):0.0048033220,Zmay:0.0251605694):0.0491575951,(sit:0.0531742847,Ecru:0.0344118423):0.0287792518):0.0976771451,oth:0.0353442815):0.0843499140):0.1448812490,lpe:0.0115378220):0.0881334697,Opun:0.0093189013):0.0283759056,ogl:0.0012988336);"
0.42731951880006075,0.71127167880081,0.4307618480475442,0,"(osa:0.0025203842,((((mac:0.0811043114,((Aoff:0.1189437956,peq:0.1251807694):0.0595591000,(zom:0.1166814790,spo:0.1016638162):0.1281607981):0.0566557062):0.5649004839,((((Sacc:0.0169418562,sbi:0.0286389843):0.0098946378,Zmay:0.0248777387):0.0457174752,(sit:0.0421881508,Ecru:0.0343582558):0.0218422994):0.0992369726,oth:0.0344824188):0.0363151993):0.2397613670,lpe:0.0105281390):0.0839474331,Opun:0.0168987777):0.0139943411,ogl:0.0012303668);"
0.6742343069900161,0.32122952280418543,0.508552726604876,0,"(osa:0.0055783683,((((mac:0.1245120747,((Aoff:0.1925019356,peq:0.1261036317):0.0456881456,(zom:0.1553914592,spo:0.0973502200):0.1093869851):0.0325880301):0.3847783044,((((Sacc:0.0465649635,sbi:0.0288019983):0.0102534810,Zmay:0.0385197149):0.0917927268,(sit:0.0606446727,Ecru:0.0547120249):0.0295184781):0.1545204668,oth:0.0318247467):0.0607898086):0.3285402136,lpe:0.0005422677):0.1059234237,Opun:0.0223363604):0.0306478732,ogl:0.0010000189);"
0.520908662604184,0.3636792802040184,0.531586775896913,0,"(osa:0.0036117124,((((mac:0.0633596201,((Aoff:0.1510482103,peq:0.1434335427):0.0621122605,(zom:0.1055988640,spo:0.1310114636):0.0957770263):0.0963671841):0.3910160948,((((Sacc:0.0225659962,sbi:0.0300340164):0.0143794785,Zmay:0.0335911621):0.0387540537,(sit:0.0561434171,Ecru:0.0417515762):0.0175533281):0.1260433494,oth:0.0523889497):0.1099960395):0.2122600823,lpe:0.0000016602):0.0944702464,Opun:0.0140413720):0.0295390351,ogl:0.0012906436);"
0.376728933835908,0.3758507086101528,0.6474277616110795,0,"(osa:0.0015544381,((((mac:0.0790098833,((Aoff:0.0949203809,peq:0.2556392987):0.0760551393,(zom:0.1741051196,spo:0.2287113145):0.2203758463):0.1223594337):0.3750397138,((((Sacc:0.0139462229,sbi:0.0312329410):0.0115912883,Zmay:0.0364813703):0.0580722733,(sit:0.0418652077,Ecru:0.0372593452):0.0180368752):0.1051524361,oth:0.0183026031):0.0887223413):0.1569104162,lpe:0.0094173641):0.0776372264,Opun:0.0179452082):0.0082286515,ogl:0.0000009986);"
0.22787657426694696,0.33906295262286956,0.7723698268677707,0,"(osa:0.0019137865,((((mac:0.1654304336,((Aoff:0.2795672639,peq:0.2170136198):0.0735218618,(zom:0.2349187290,spo:0.1191023096):0.2812920097):0.0504461822):0.3221859327,((((Sacc:0.0194396619,sbi:0.0139932019):0.0058307967,Zmay:0.0077094275):0.0318256272,(sit:0.0347758074,Ecru:0.0348678221):0.0161169420):0.0386380759,oth:0.0212528096):0.0622877154):0.1323328827,lpe:0.0333015561):0.0301787591,Opun:0.0070802980):0.0132780938,ogl:0.0000010006);"
